,Commodity,Util,Value,Period,Group,Unit,Short Description,State,Year
152,APPLES,ALL UTILIZATION PRACTICES,26,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
153,APPLES,ALL UTILIZATION PRACTICES,76,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
154,APPLES,ALL UTILIZATION PRACTICES,85,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
155,APPLES,ALL UTILIZATION PRACTICES,94,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
156,APPLES,ALL UTILIZATION PRACTICES,97,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
157,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
158,APPLES,ALL UTILIZATION PRACTICES,1,WEEK #30,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
159,APPLES,ALL UTILIZATION PRACTICES,1,WEEK #31,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
160,APPLES,ALL UTILIZATION PRACTICES,3,WEEK #32,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
161,APPLES,ALL UTILIZATION PRACTICES,5,WEEK #33,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
162,APPLES,ALL UTILIZATION PRACTICES,8,WEEK #34,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
163,APPLES,ALL UTILIZATION PRACTICES,14,WEEK #35,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
164,APPLES,ALL UTILIZATION PRACTICES,27,WEEK #36,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
165,APPLES,ALL UTILIZATION PRACTICES,33,WEEK #37,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
166,APPLES,ALL UTILIZATION PRACTICES,57,WEEK #38,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
167,APPLES,ALL UTILIZATION PRACTICES,60,WEEK #39,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
168,APPLES,ALL UTILIZATION PRACTICES,69,WEEK #40,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
169,APPLES,ALL UTILIZATION PRACTICES,75,WEEK #41,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
170,APPLES,ALL UTILIZATION PRACTICES,90,WEEK #42,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
171,APPLES,ALL UTILIZATION PRACTICES,91,WEEK #43,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
172,APPLES,ALL UTILIZATION PRACTICES,97,WEEK #44,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
173,APPLES,ALL UTILIZATION PRACTICES,98,WEEK #45,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
174,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #46,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
175,APPLES,ALL UTILIZATION PRACTICES,3,WEEK #23,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
176,APPLES,ALL UTILIZATION PRACTICES,85,WEEK #24,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
177,APPLES,ALL UTILIZATION PRACTICES,99,WEEK #25,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
178,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #26,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
179,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #27,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
180,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #28,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
181,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #29,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
182,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #30,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
183,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #31,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
184,APPLES,ALL UTILIZATION PRACTICES,100,WEEK #32,FRUIT & TREE NUTS,PCT PETAL FALL,"PROGRESS, MEASURED IN PCT PETAL FALL",NY,2017
185,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #14,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
186,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #15,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
187,APPLES,ALL UTILIZATION PRACTICES,3,WEEK #16,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
188,APPLES,ALL UTILIZATION PRACTICES,29,WEEK #17,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
189,APPLES,ALL UTILIZATION PRACTICES,38,WEEK #18,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
190,APPLES,ALL UTILIZATION PRACTICES,47,WEEK #19,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
191,APPLES,ALL UTILIZATION PRACTICES,88,WEEK #20,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
192,APPLES,ALL UTILIZATION PRACTICES,92,WEEK #21,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
193,APPLES,ALL UTILIZATION PRACTICES,96,WEEK #22,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, MEASURED IN PCT PINK",NY,2017
194,APPLES,ALL UTILIZATION PRACTICES,34,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
195,APPLES,ALL UTILIZATION PRACTICES,54,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
196,APPLES,ALL UTILIZATION PRACTICES,71,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
197,APPLES,ALL UTILIZATION PRACTICES,81,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
198,APPLES,ALL UTILIZATION PRACTICES,88,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
199,APPLES,ALL UTILIZATION PRACTICES,6,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
200,APPLES,ALL UTILIZATION PRACTICES,19,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
201,APPLES,ALL UTILIZATION PRACTICES,52,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
202,APPLES,ALL UTILIZATION PRACTICES,61,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
203,APPLES,ALL UTILIZATION PRACTICES,76,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
204,APPLES,ALL UTILIZATION PRACTICES,87,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
205,APPLES,ALL UTILIZATION PRACTICES,93,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
206,APPLES,ALL UTILIZATION PRACTICES,10,WEEK #32,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
207,APPLES,ALL UTILIZATION PRACTICES,14,WEEK #33,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
208,APPLES,ALL UTILIZATION PRACTICES,18,WEEK #34,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
209,APPLES,ALL UTILIZATION PRACTICES,22,WEEK #35,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
210,APPLES,ALL UTILIZATION PRACTICES,27,WEEK #36,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
211,APPLES,ALL UTILIZATION PRACTICES,38,WEEK #37,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
212,APPLES,ALL UTILIZATION PRACTICES,51,WEEK #38,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
213,APPLES,ALL UTILIZATION PRACTICES,62,WEEK #39,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
214,APPLES,ALL UTILIZATION PRACTICES,72,WEEK #40,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
215,APPLES,ALL UTILIZATION PRACTICES,80,WEEK #41,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
216,APPLES,ALL UTILIZATION PRACTICES,86,WEEK #42,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
217,APPLES,ALL UTILIZATION PRACTICES,91,WEEK #43,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
218,APPLES,ALL UTILIZATION PRACTICES,93,WEEK #44,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
219,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #14,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
220,APPLES,ALL UTILIZATION PRACTICES,4,WEEK #15,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
221,APPLES,ALL UTILIZATION PRACTICES,26,WEEK #16,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
222,APPLES,ALL UTILIZATION PRACTICES,35,WEEK #17,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
223,APPLES,ALL UTILIZATION PRACTICES,51,WEEK #18,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
224,APPLES,ALL UTILIZATION PRACTICES,72,WEEK #19,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
225,APPLES,ALL UTILIZATION PRACTICES,85,WEEK #20,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
226,APPLES,ALL UTILIZATION PRACTICES,93,WEEK #21,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
227,APPLES,ALL UTILIZATION PRACTICES,96,WEEK #22,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT PINK",NY,2017
228,APPLES,ALL UTILIZATION PRACTICES,12,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
229,APPLES,ALL UTILIZATION PRACTICES,26,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
230,APPLES,ALL UTILIZATION PRACTICES,61,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
231,APPLES,ALL UTILIZATION PRACTICES,80,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
232,APPLES,ALL UTILIZATION PRACTICES,86,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT FULL BLOOM",NY,2017
233,APPLES,ALL UTILIZATION PRACTICES,28,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
234,APPLES,ALL UTILIZATION PRACTICES,55,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
235,APPLES,ALL UTILIZATION PRACTICES,69,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
236,APPLES,ALL UTILIZATION PRACTICES,74,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
237,APPLES,ALL UTILIZATION PRACTICES,79,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
238,APPLES,ALL UTILIZATION PRACTICES,85,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
239,APPLES,ALL UTILIZATION PRACTICES,90,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT GREEN TIP",NY,2017
240,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
241,APPLES,ALL UTILIZATION PRACTICES,3,WEEK #30,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
242,APPLES,ALL UTILIZATION PRACTICES,6,WEEK #31,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
243,APPLES,ALL UTILIZATION PRACTICES,11,WEEK #32,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
244,APPLES,ALL UTILIZATION PRACTICES,13,WEEK #33,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
245,APPLES,ALL UTILIZATION PRACTICES,14,WEEK #34,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
246,APPLES,ALL UTILIZATION PRACTICES,16,WEEK #35,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
247,APPLES,ALL UTILIZATION PRACTICES,22,WEEK #36,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
248,APPLES,ALL UTILIZATION PRACTICES,38,WEEK #37,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
249,APPLES,ALL UTILIZATION PRACTICES,56,WEEK #38,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
250,APPLES,ALL UTILIZATION PRACTICES,64,WEEK #39,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
251,APPLES,ALL UTILIZATION PRACTICES,76,WEEK #40,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
252,APPLES,ALL UTILIZATION PRACTICES,84,WEEK #41,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
253,APPLES,ALL UTILIZATION PRACTICES,88,WEEK #42,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
254,APPLES,ALL UTILIZATION PRACTICES,93,WEEK #43,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
255,APPLES,ALL UTILIZATION PRACTICES,95,WEEK #44,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED",NY,2017
256,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #14,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
257,APPLES,ALL UTILIZATION PRACTICES,0,WEEK #15,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
258,APPLES,ALL UTILIZATION PRACTICES,15,WEEK #16,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
259,APPLES,ALL UTILIZATION PRACTICES,35,WEEK #17,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
260,APPLES,ALL UTILIZATION PRACTICES,43,WEEK #18,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
261,APPLES,ALL UTILIZATION PRACTICES,58,WEEK #19,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
262,APPLES,ALL UTILIZATION PRACTICES,80,WEEK #20,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
263,APPLES,ALL UTILIZATION PRACTICES,87,WEEK #21,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
264,APPLES,ALL UTILIZATION PRACTICES,91,WEEK #22,FRUIT & TREE NUTS,PCT PINK,"PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PINK",NY,2017
265,APPLES,ALL UTILIZATION PRACTICES,"32,500",YEAR,FRUIT & TREE NUTS,LB / ACRE,"YIELD, MEASURED IN LB / ACRE",NY,2017
266,APPLES,FRESH MARKET,0.38,MARKETING YEAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
267,APPLES,FRESH MARKET,0.361,JAN,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
268,APPLES,FRESH MARKET,0.368,FEB,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
269,APPLES,FRESH MARKET,0.375,MAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
270,APPLES,FRESH MARKET,0.403,APR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
271,APPLES,FRESH MARKET,0.416,MAY,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
272,APPLES,FRESH MARKET,0.445,JUN,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
273,APPLES,FRESH MARKET,                 (S),JUL,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
274,APPLES,FRESH MARKET,0.536,AUG,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
275,APPLES,FRESH MARKET,0.425,SEP,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
276,APPLES,FRESH MARKET,0.421,OCT,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
277,APPLES,FRESH MARKET,0.417,NOV,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
278,APPLES,FRESH MARKET,0.425,DEC,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
279,APPLES,FRESH MARKET,"267,900,000",YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
280,APPLES,FRESH MARKET,"705,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
281,APPLES,NOT SOLD,"20,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
282,APPLES,PROCESSING,261,MARKETING YEAR,FRUIT & TREE NUTS,$ / TON,"PRICE RECEIVED, MEASURED IN $ / TON",NY,2017
283,APPLES,PROCESSING,"75,176,000",YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
284,APPLES,PROCESSING,"575,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
285,APPLES,"PROCESSING, CANNED",288,MARKETING YEAR,FRUIT & TREE NUTS,$ / TON,"PRICE RECEIVED, MEASURED IN $ / TON",NY,2017
286,APPLES,"PROCESSING, CANNED","244,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
287,APPLES,"PROCESSING, JUICE",220,MARKETING YEAR,FRUIT & TREE NUTS,$ / TON,"PRICE RECEIVED, MEASURED IN $ / TON",NY,2017
288,APPLES,"PROCESSING, JUICE","276,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
289,APPLES,UTILIZED,"343,076,000",YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
290,APPLES,UTILIZED,"1,280,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
291,BLUEBERRIES,ALL UTILIZATION PRACTICES,800,YEAR,FRUIT & TREE NUTS,ACRES,ACRES HARVESTED,NY,2017
292,BLUEBERRIES,ALL UTILIZATION PRACTICES,2.45,MARKETING YEAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
293,BLUEBERRIES,ALL UTILIZATION PRACTICES,"1,620,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
294,BLUEBERRIES,FRESH MARKET,                 (D),MARKETING YEAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
295,BLUEBERRIES,FRESH MARKET,                 (D),YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
296,BLUEBERRIES,FRESH MARKET,                 (D),YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
297,BLUEBERRIES,NOT SOLD,"80,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
298,BLUEBERRIES,PROCESSING,                 (D),MARKETING YEAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
299,BLUEBERRIES,PROCESSING,                 (D),YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
300,BLUEBERRIES,PROCESSING,                 (D),YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
301,BLUEBERRIES,UTILIZED,"3,771,000",YEAR,FRUIT & TREE NUTS,$,"PRODUCTION, MEASURED IN $",NY,2017
302,BLUEBERRIES,UTILIZED,"1,540,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
303,BLUEBERRIES,UTILIZED,"1,930",YEAR,FRUIT & TREE NUTS,LB / ACRE,"YIELD, MEASURED IN LB / ACRE",NY,2017
304,CHERRIES,ALL UTILIZATION PRACTICES,16,WEEK #25,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
305,CHERRIES,ALL UTILIZATION PRACTICES,25,WEEK #26,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
306,CHERRIES,ALL UTILIZATION PRACTICES,34,WEEK #27,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
